2014-10-15 07:57:06 startup archives install
2014-10-15 04:14:55 status installed apache2-mpm-worker:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:55 configure apache2:amd64 2.2.22-13+deb7u3 <none>
2014-10-15 04:14:55 status unpacked apache2:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:55 status half-configured apache2:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:55 status installed apache2:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:55 configure task-web-server:all 3.14.1 <none>
2014-10-15 04:14:55 status unpacked task-web-server:all 3.14.1
2014-10-15 04:14:55 status half-configured task-web-server:all 3.14.1
2014-10-15 04:14:55 status installed task-web-server:all 3.14.1
2014-10-15 04:14:55 configure xml-core:all 0.13+nmu2 <none>
2014-10-15 04:14:55 status unpacked xml-core:all 0.13+nmu2
2014-10-15 04:14:55 status triggers-pending sgml-base:all 1.26+nmu4
2014-10-15 04:14:55 status unpacked xml-core:all 0.13+nmu2
2014-10-15 04:14:55 status unpacked xml-core:all 0.13+nmu2
2014-10-15 04:14:55 status half-configured xml-core:all 0.13+nmu2
2014-10-15 04:14:55 status triggers-awaited xml-core:all 0.13+nmu2
2014-10-15 04:14:55 trigproc python-support:all 1.0.15 <none>
2014-10-15 04:14:55 status half-configured python-support:all 1.0.15
2014-10-15 04:14:55 status installed python-support:all 1.0.15
2014-10-15 04:14:55 trigproc ca-certificates:all 20130119 <none>
2014-10-15 04:14:55 status half-configured ca-certificates:all 20130119
2014-10-15 04:14:57 status installed ca-certificates:all 20130119
2014-10-15 04:14:57 trigproc initramfs-tools:all 0.109.1 <none>
2014-10-15 04:14:57 status half-configured initramfs-tools:all 0.109.1
2014-10-15 04:15:00 status installed initramfs-tools:all 0.109.1
2014-10-15 04:15:00 trigproc sgml-base:all 1.26+nmu4 <none>
2014-10-15 04:15:00 status half-configured sgml-base:all 1.26+nmu4
2014-10-15 04:15:00 status installed xml-core:all 0.13+nmu2
2014-10-15 04:15:00 status installed sgml-base:all 1.26+nmu4
2014-10-15 04:15:02 startup archives unpack
2014-10-15 04:15:02 install libfuse2:amd64 <none> 2.9.0-2+deb7u1
2014-10-15 04:15:02 status half-installed libfuse2:amd64 2.9.0-2+deb7u1
2014-10-15 04:15:02 status unpacked libfuse2:amd64 2.9.0-2+deb7u1
2014-10-15 04:15:02 status unpacked libfuse2:amd64 2.9.0-2+deb7u1
2014-10-15 04:15:02 install grub-common:amd64 <none> 1.99-27+deb7u2
2014-10-15 04:15:02 status half-installed grub-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:02 status triggers-pending man-db:amd64 2.6.2-1
2014-10-15 04:15:02 status half-installed grub-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:02 status unpacked grub-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:02 status unpacked grub-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:02 install os-prober:amd64 <none> 1.58
2014-10-15 04:15:02 status half-installed os-prober:amd64 1.58
2014-10-15 04:15:02 status unpacked os-prober:amd64 1.58
2014-10-15 04:15:02 status unpacked os-prober:amd64 1.58
2014-10-15 04:15:02 trigproc man-db:amd64 2.6.2-1 2.6.2-1
2014-10-15 04:15:02 status half-configured man-db:amd64 2.6.2-1
2014-10-15 04:15:03 status installed man-db:amd64 2.6.2-1
2014-10-15 04:15:03 startup packages configure
2014-10-15 04:15:03 configure libfuse2:amd64 2.9.0-2+deb7u1 <none>
2014-10-15 04:15:03 status unpacked libfuse2:amd64 2.9.0-2+deb7u1
2014-10-15 04:15:03 status half-configured libfuse2:amd64 2.9.0-2+deb7u1
2014-10-15 04:15:03 status installed libfuse2:amd64 2.9.0-2+deb7u1
2014-10-15 04:15:03 configure grub-common:amd64 1.99-27+deb7u2 <none>
2014-10-15 04:15:03 status unpacked grub-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:03 status unpacked grub-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:03 status unpacked grub-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:03 status unpacked grub-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:03 status unpacked grub-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:03 status unpacked grub-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:03 status unpacked grub-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:03 status unpacked grub-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:03 status unpacked grub-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:03 status unpacked grub-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:03 status half-configured grub-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:03 status installed grub-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:03 configure os-prober:amd64 1.58 <none>
2014-10-15 04:15:03 status unpacked os-prober:amd64 1.58
2014-10-15 04:15:03 status half-configured os-prober:amd64 1.58
2014-10-15 04:15:03 status installed os-prober:amd64 1.58
2014-10-15 04:15:04 startup packages purge
2014-10-15 04:15:05 startup archives unpack
2014-10-15 04:15:05 install grub2-common:amd64 <none> 1.99-27+deb7u2
2014-10-15 04:15:05 status half-installed grub2-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:05 status triggers-pending install-info:amd64 4.13a.dfsg.1-10
2014-10-15 04:15:05 status half-installed grub2-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:05 status triggers-pending man-db:amd64 2.6.2-1
2014-10-15 04:15:05 status half-installed grub2-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:05 status unpacked grub2-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:05 status unpacked grub2-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:05 install grub-pc-bin:amd64 <none> 1.99-27+deb7u2
2014-10-15 04:15:05 status half-installed grub-pc-bin:amd64 1.99-27+deb7u2
2014-10-15 04:15:05 status unpacked grub-pc-bin:amd64 1.99-27+deb7u2
2014-10-15 04:15:05 status unpacked grub-pc-bin:amd64 1.99-27+deb7u2
2014-10-15 04:15:05 install grub-pc:amd64 <none> 1.99-27+deb7u2
2014-10-15 04:15:05 status half-installed grub-pc:amd64 1.99-27+deb7u2
2014-10-15 04:15:05 status half-installed grub-pc:amd64 1.99-27+deb7u2
2014-10-15 04:15:05 status unpacked grub-pc:amd64 1.99-27+deb7u2
2014-10-15 04:15:05 status unpacked grub-pc:amd64 1.99-27+deb7u2
2014-10-15 04:15:05 trigproc install-info:amd64 4.13a.dfsg.1-10 4.13a.dfsg.1-10
2014-10-15 04:15:05 status half-configured install-info:amd64 4.13a.dfsg.1-10
2014-10-15 04:15:05 status installed install-info:amd64 4.13a.dfsg.1-10
2014-10-15 04:15:05 trigproc man-db:amd64 2.6.2-1 2.6.2-1
2014-10-15 04:15:05 status half-configured man-db:amd64 2.6.2-1
2014-10-15 04:15:06 status installed man-db:amd64 2.6.2-1
2014-10-15 04:15:06 startup packages configure
2014-10-15 04:15:06 configure grub2-common:amd64 1.99-27+deb7u2 <none>
2014-10-15 04:15:06 status unpacked grub2-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:06 status half-configured grub2-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:06 status installed grub2-common:amd64 1.99-27+deb7u2
2014-10-15 04:15:06 configure grub-pc-bin:amd64 1.99-27+deb7u2 <none>
2014-10-15 04:15:06 status unpacked grub-pc-bin:amd64 1.99-27+deb7u2
2014-10-15 04:15:06 status half-configured grub-pc-bin:amd64 1.99-27+deb7u2
2014-10-15 04:15:06 status installed grub-pc-bin:amd64 1.99-27+deb7u2
2014-10-15 04:15:06 configure grub-pc:amd64 1.99-27+deb7u2 <none>
2014-10-15 04:15:06 status unpacked grub-pc:amd64 1.99-27+deb7u2
2014-10-15 04:15:06 status unpacked grub-pc:amd64 1.99-27+deb7u2
2014-10-15 04:15:06 status unpacked grub-pc:amd64 1.99-27+deb7u2
2014-10-15 04:15:06 status half-configured grub-pc:amd64 1.99-27+deb7u2
2014-10-15 04:15:06 status installed grub-pc:amd64 1.99-27+deb7u2
2014-10-15 13:23:30 startup archives unpack
2014-10-15 13:23:31 install libasound2:amd64 <none> 1.0.25-4
2014-10-15 13:23:31 status half-installed libasound2:amd64 1.0.25-4
2014-10-15 13:23:31 status unpacked libasound2:amd64 1.0.25-4
2014-10-15 13:23:31 status unpacked libasound2:amd64 1.0.25-4
2014-10-15 13:23:32 install libffi5:amd64 <none> 3.0.10-3
2014-10-15 13:23:32 status half-installed libffi5:amd64 3.0.10-3
2014-10-15 13:23:32 status unpacked libffi5:amd64 3.0.10-3
2014-10-15 13:23:32 status unpacked libffi5:amd64 3.0.10-3
2014-10-15 13:23:32 install libglib2.0-0:amd64 <none> 2.33.12+really2.32.4-5
2014-10-15 13:23:32 status half-installed libglib2.0-0:amd64 2.33.12+really2.32.4-5
2014-10-15 13:23:32 status unpacked libglib2.0-0:amd64 2.33.12+really2.32.4-5
2014-10-15 13:23:32 status unpacked libglib2.0-0:amd64 2.33.12+really2.32.4-5
2014-10-15 13:23:32 install libatk1.0-data:all <none> 2.4.0-2
2014-10-15 13:23:32 status half-installed libatk1.0-data:all 2.4.0-2
2014-10-15 13:23:32 status unpacked libatk1.0-data:all 2.4.0-2
2014-10-15 13:23:32 status unpacked libatk1.0-data:all 2.4.0-2
2014-10-15 13:23:32 install libatk1.0-0:amd64 <none> 2.4.0-2
2014-10-15 13:23:32 status half-installed libatk1.0-0:amd64 2.4.0-2
2014-10-15 13:23:32 status unpacked libatk1.0-0:amd64 2.4.0-2
2014-10-15 13:23:32 status unpacked libatk1.0-0:amd64 2.4.0-2
2014-10-15 13:23:32 install libavahi-common-data:amd64 <none> 0.6.31-2
2014-10-15 13:23:32 status half-installed libavahi-common-data:amd64 0.6.31-2
2014-10-15 13:23:32 status unpacked libavahi-common-data:amd64 0.6.31-2
2014-10-15 13:23:32 status unpacked libavahi-common-data:amd64 0.6.31-2
2014-10-15 13:23:32 install libavahi-common3:amd64 <none> 0.6.31-2
2014-10-15 13:23:32 status half-installed libavahi-common3:amd64 0.6.31-2
2014-10-15 13:23:32 status unpacked libavahi-common3:amd64 0.6.31-2
2014-10-15 13:23:32 status unpacked libavahi-common3:amd64 0.6.31-2
2014-10-15 13:23:32 install libdbus-1-3:amd64 <none> 1.6.8-1+deb7u4
2014-10-15 13:23:32 status half-installed libdbus-1-3:amd64 1.6.8-1+deb7u4
2014-10-15 13:23:32 status unpacked libdbus-1-3:amd64 1.6.8-1+deb7u4
2014-10-15 13:23:32 status unpacked libdbus-1-3:amd64 1.6.8-1+deb7u4
2014-10-15 13:23:32 install libavahi-client3:amd64 <none> 0.6.31-2
2014-10-15 13:23:32 status half-installed libavahi-client3:amd64 0.6.31-2
2014-10-15 13:23:32 status unpacked libavahi-client3:amd64 0.6.31-2
2014-10-15 13:23:32 status unpacked libavahi-client3:amd64 0.6.31-2
2014-10-15 13:23:32 install ttf-dejavu-core:all <none> 2.33-3
2014-10-15 13:23:32 status half-installed ttf-dejavu-core:all 2.33-3
2014-10-15 13:23:32 status unpacked ttf-dejavu-core:all 2.33-3
2014-10-15 13:23:32 status unpacked ttf-dejavu-core:all 2.33-3
2014-10-15 13:23:32 install fontconfig-config:all <none> 2.9.0-7.1
2014-10-15 13:23:32 status half-installed fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:32 status triggers-pending man-db:amd64 2.6.2-1
2014-10-15 13:23:32 status half-installed fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:32 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:32 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:32 install libfontconfig1:amd64 <none> 2.9.0-7.1
2014-10-15 13:23:32 status half-installed libfontconfig1:amd64 2.9.0-7.1
2014-10-15 13:23:32 status unpacked libfontconfig1:amd64 2.9.0-7.1
2014-10-15 13:23:32 status unpacked libfontconfig1:amd64 2.9.0-7.1
2014-10-15 13:23:32 install libpixman-1-0:amd64 <none> 0.26.0-4+deb7u1
2014-10-15 13:23:32 status half-installed libpixman-1-0:amd64 0.26.0-4+deb7u1
2014-10-15 13:23:32 status unpacked libpixman-1-0:amd64 0.26.0-4+deb7u1
2014-10-15 13:23:32 status unpacked libpixman-1-0:amd64 0.26.0-4+deb7u1
2014-10-15 13:23:32 install libxcb-render0:amd64 <none> 1.8.1-2+deb7u1
2014-10-15 13:23:32 status half-installed libxcb-render0:amd64 1.8.1-2+deb7u1
2014-10-15 13:23:32 status unpacked libxcb-render0:amd64 1.8.1-2+deb7u1
2014-10-15 13:23:32 status unpacked libxcb-render0:amd64 1.8.1-2+deb7u1
2014-10-15 13:23:32 install libxcb-shm0:amd64 <none> 1.8.1-2+deb7u1
2014-10-15 13:23:32 status half-installed libxcb-shm0:amd64 1.8.1-2+deb7u1
2014-10-15 13:23:32 status unpacked libxcb-shm0:amd64 1.8.1-2+deb7u1
2014-10-15 13:23:32 status unpacked libxcb-shm0:amd64 1.8.1-2+deb7u1
2014-10-15 13:23:32 install libxrender1:amd64 <none> 1:0.9.7-1+deb7u1
2014-10-15 13:23:32 status half-installed libxrender1:amd64 1:0.9.7-1+deb7u1
2014-10-15 13:23:32 status unpacked libxrender1:amd64 1:0.9.7-1+deb7u1
2014-10-15 13:23:32 status unpacked libxrender1:amd64 1:0.9.7-1+deb7u1
2014-10-15 13:23:32 install libcairo2:amd64 <none> 1.12.2-3
2014-10-15 13:23:32 status half-installed libcairo2:amd64 1.12.2-3
2014-10-15 13:23:32 status unpacked libcairo2:amd64 1.12.2-3
2014-10-15 13:23:32 status unpacked libcairo2:amd64 1.12.2-3
2014-10-15 13:23:33 install libcroco3:amd64 <none> 0.6.6-2
2014-10-15 13:23:33 status half-installed libcroco3:amd64 0.6.6-2
2014-10-15 13:23:33 status unpacked libcroco3:amd64 0.6.6-2
2014-10-15 13:23:33 status unpacked libcroco3:amd64 0.6.6-2
2014-10-15 13:23:33 install libcups2:amd64 <none> 1.5.3-5+deb7u4
2014-10-15 13:23:33 status half-installed libcups2:amd64 1.5.3-5+deb7u4
2014-10-15 13:23:33 status unpacked libcups2:amd64 1.5.3-5+deb7u4
2014-10-15 13:23:33 status unpacked libcups2:amd64 1.5.3-5+deb7u4
2014-10-15 13:23:33 install libdatrie1:amd64 <none> 0.2.5-3
2014-10-15 13:23:33 status half-installed libdatrie1:amd64 0.2.5-3
2014-10-15 13:23:33 status unpacked libdatrie1:amd64 0.2.5-3
2014-10-15 13:23:33 status unpacked libdatrie1:amd64 0.2.5-3
2014-10-15 13:23:33 install libdbus-glib-1-2:amd64 <none> 0.100.2-1
2014-10-15 13:23:33 status half-installed libdbus-glib-1-2:amd64 0.100.2-1
2014-10-15 13:23:33 status unpacked libdbus-glib-1-2:amd64 0.100.2-1
2014-10-15 13:23:33 status unpacked libdbus-glib-1-2:amd64 0.100.2-1
2014-10-15 13:23:33 install libfribidi0:amd64 <none> 0.19.2-3
2014-10-15 13:23:33 status half-installed libfribidi0:amd64 0.19.2-3
2014-10-15 13:23:33 status unpacked libfribidi0:amd64 0.19.2-3
2014-10-15 13:23:33 status unpacked libfribidi0:amd64 0.19.2-3
2014-10-15 13:23:33 install gconf2-common:all <none> 3.2.5-1+build1
2014-10-15 13:23:33 status half-installed gconf2-common:all 3.2.5-1+build1
2014-10-15 13:23:33 status unpacked gconf2-common:all 3.2.5-1+build1
2014-10-15 13:23:33 status unpacked gconf2-common:all 3.2.5-1+build1
2014-10-15 13:23:33 install libgconf-2-4:amd64 <none> 3.2.5-1+build1
2014-10-15 13:23:33 status half-installed libgconf-2-4:amd64 3.2.5-1+build1
2014-10-15 13:23:33 status unpacked libgconf-2-4:amd64 3.2.5-1+build1
2014-10-15 13:23:33 status unpacked libgconf-2-4:amd64 3.2.5-1+build1
2014-10-15 13:23:33 install libjasper1:amd64 <none> 1.900.1-13
2014-10-15 13:23:33 status half-installed libjasper1:amd64 1.900.1-13
2014-10-15 13:23:33 status unpacked libjasper1:amd64 1.900.1-13
2014-10-15 13:23:33 status unpacked libjasper1:amd64 1.900.1-13
2014-10-15 13:23:33 install libjbig0:amd64 <none> 2.0-2+deb7u1
2014-10-15 13:23:33 status half-installed libjbig0:amd64 2.0-2+deb7u1
2014-10-15 13:23:33 status unpacked libjbig0:amd64 2.0-2+deb7u1
2014-10-15 13:23:33 status unpacked libjbig0:amd64 2.0-2+deb7u1
2014-10-15 13:23:33 install libtiff4:amd64 <none> 3.9.6-11
2014-10-15 13:23:33 status half-installed libtiff4:amd64 3.9.6-11
2014-10-15 13:23:33 status unpacked libtiff4:amd64 3.9.6-11
2014-10-15 13:23:33 status unpacked libtiff4:amd64 3.9.6-11
2014-10-15 13:23:33 install libgdk-pixbuf2.0-common:all <none> 2.26.1-1
2014-10-15 13:23:33 status half-installed libgdk-pixbuf2.0-common:all 2.26.1-1
2014-10-15 13:23:33 status unpacked libgdk-pixbuf2.0-common:all 2.26.1-1
2014-10-15 13:23:33 status unpacked libgdk-pixbuf2.0-common:all 2.26.1-1
2014-10-15 13:23:33 install libgdk-pixbuf2.0-0:amd64 <none> 2.26.1-1
2014-10-15 13:23:33 status half-installed libgdk-pixbuf2.0-0:amd64 2.26.1-1
2014-10-15 13:23:33 status unpacked libgdk-pixbuf2.0-0:amd64 2.26.1-1
2014-10-15 13:23:33 status unpacked libgdk-pixbuf2.0-0:amd64 2.26.1-1
2014-10-15 13:23:33 install libgtk2.0-common:all <none> 2.24.10-2
2014-10-15 13:23:33 status half-installed libgtk2.0-common:all 2.24.10-2
2014-10-15 13:23:34 status unpacked libgtk2.0-common:all 2.24.10-2
2014-10-15 13:23:34 status unpacked libgtk2.0-common:all 2.24.10-2
2014-10-15 13:23:34 install libthai-data:all <none> 0.1.18-2
2014-10-15 13:23:34 status half-installed libthai-data:all 0.1.18-2
2014-10-15 13:23:34 status unpacked libthai-data:all 0.1.18-2
2014-10-15 13:23:34 status unpacked libthai-data:all 0.1.18-2
2014-10-15 13:23:34 install libthai0:amd64 <none> 0.1.18-2
2014-10-15 13:23:34 status half-installed libthai0:amd64 0.1.18-2
2014-10-15 13:23:34 status unpacked libthai0:amd64 0.1.18-2
2014-10-15 13:23:34 status unpacked libthai0:amd64 0.1.18-2
2014-10-15 13:23:34 install libxft2:amd64 <none> 2.3.1-1
2014-10-15 13:23:34 status half-installed libxft2:amd64 2.3.1-1
2014-10-15 13:23:34 status unpacked libxft2:amd64 2.3.1-1
2014-10-15 13:23:34 status unpacked libxft2:amd64 2.3.1-1
2014-10-15 13:23:34 install fontconfig:amd64 <none> 2.9.0-7.1
2014-10-15 13:23:34 status half-installed fontconfig:amd64 2.9.0-7.1
2014-10-15 13:23:34 status half-installed fontconfig:amd64 2.9.0-7.1
2014-10-15 13:23:34 status unpacked fontconfig:amd64 2.9.0-7.1
2014-10-15 13:23:34 status unpacked fontconfig:amd64 2.9.0-7.1
2014-10-15 13:23:34 install libpango1.0-0:amd64 <none> 1.30.0-1
2014-10-15 13:23:34 status half-installed libpango1.0-0:amd64 1.30.0-1
2014-10-15 13:23:34 status unpacked libpango1.0-0:amd64 1.30.0-1
2014-10-15 13:23:34 status unpacked libpango1.0-0:amd64 1.30.0-1
2014-10-15 13:23:34 install libxcomposite1:amd64 <none> 1:0.4.3-2
2014-10-15 13:23:34 status half-installed libxcomposite1:amd64 1:0.4.3-2
2014-10-15 13:23:34 status unpacked libxcomposite1:amd64 1:0.4.3-2
2014-10-15 13:23:34 status unpacked libxcomposite1:amd64 1:0.4.3-2
2014-10-15 13:23:34 install libxfixes3:amd64 <none> 1:5.0-4+deb7u1
2014-10-15 13:23:34 status half-installed libxfixes3:amd64 1:5.0-4+deb7u1
2014-10-15 13:23:34 status unpacked libxfixes3:amd64 1:5.0-4+deb7u1
2014-10-15 13:23:34 status unpacked libxfixes3:amd64 1:5.0-4+deb7u1
2014-10-15 13:23:34 install libxcursor1:amd64 <none> 1:1.1.13-1+deb7u1
2014-10-15 13:23:34 status half-installed libxcursor1:amd64 1:1.1.13-1+deb7u1
2014-10-15 13:23:34 status unpacked libxcursor1:amd64 1:1.1.13-1+deb7u1
2014-10-15 13:23:34 status unpacked libxcursor1:amd64 1:1.1.13-1+deb7u1
2014-10-15 13:23:34 install libxdamage1:amd64 <none> 1:1.1.3-2
2014-10-15 13:23:34 status half-installed libxdamage1:amd64 1:1.1.3-2
2014-10-15 13:23:34 status unpacked libxdamage1:amd64 1:1.1.3-2
2014-10-15 13:23:34 status unpacked libxdamage1:amd64 1:1.1.3-2
2014-10-15 13:23:34 install libxi6:amd64 <none> 2:1.6.1-1+deb7u1
2014-10-15 13:23:34 status half-installed libxi6:amd64 2:1.6.1-1+deb7u1
2014-10-15 13:23:34 status unpacked libxi6:amd64 2:1.6.1-1+deb7u1
2014-10-15 13:23:34 status unpacked libxi6:amd64 2:1.6.1-1+deb7u1
2014-10-15 13:23:34 install libxinerama1:amd64 <none> 2:1.1.2-1+deb7u1
2014-10-15 13:23:34 status half-installed libxinerama1:amd64 2:1.1.2-1+deb7u1
2014-10-15 13:23:34 status unpacked libxinerama1:amd64 2:1.1.2-1+deb7u1
2014-10-15 13:23:34 status unpacked libxinerama1:amd64 2:1.1.2-1+deb7u1
2014-10-15 13:23:34 install libxrandr2:amd64 <none> 2:1.3.2-2+deb7u1
2014-10-15 13:23:34 status half-installed libxrandr2:amd64 2:1.3.2-2+deb7u1
2014-10-15 13:23:34 status unpacked libxrandr2:amd64 2:1.3.2-2+deb7u1
2014-10-15 13:23:34 status unpacked libxrandr2:amd64 2:1.3.2-2+deb7u1
2014-10-15 13:23:34 install shared-mime-info:amd64 <none> 1.0-1+b1
2014-10-15 13:23:34 status half-installed shared-mime-info:amd64 1.0-1+b1
2014-10-15 13:23:34 status half-installed shared-mime-info:amd64 1.0-1+b1
2014-10-15 13:23:34 status unpacked shared-mime-info:amd64 1.0-1+b1
2014-10-15 13:23:34 status unpacked shared-mime-info:amd64 1.0-1+b1
2014-10-15 13:23:34 install libgtk2.0-0:amd64 <none> 2.24.10-2
2014-10-15 13:23:34 status half-installed libgtk2.0-0:amd64 2.24.10-2
2014-10-15 13:23:35 status unpacked libgtk2.0-0:amd64 2.24.10-2
2014-10-15 13:23:35 status unpacked libgtk2.0-0:amd64 2.24.10-2
2014-10-15 13:23:35 install x11-common:all <none> 1:7.7+3~deb7u1
2014-10-15 13:23:35 status half-installed x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:35 status half-installed x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:35 status unpacked x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:35 status unpacked x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:35 install libice6:amd64 <none> 2:1.0.8-2
2014-10-15 13:23:35 status half-installed libice6:amd64 2:1.0.8-2
2014-10-15 13:23:35 status unpacked libice6:amd64 2:1.0.8-2
2014-10-15 13:23:35 status unpacked libice6:amd64 2:1.0.8-2
2014-10-15 13:23:35 install librsvg2-2:amd64 <none> 2.36.1-2
2014-10-15 13:23:35 status half-installed librsvg2-2:amd64 2.36.1-2
2014-10-15 13:23:35 status unpacked librsvg2-2:amd64 2.36.1-2
2014-10-15 13:23:35 status unpacked librsvg2-2:amd64 2.36.1-2
2014-10-15 13:23:35 install libsm6:amd64 <none> 2:1.2.1-2
2014-10-15 13:23:35 status half-installed libsm6:amd64 2:1.2.1-2
2014-10-15 13:23:35 status unpacked libsm6:amd64 2:1.2.1-2
2014-10-15 13:23:35 status unpacked libsm6:amd64 2:1.2.1-2
2014-10-15 13:23:35 install libxpm4:amd64 <none> 1:3.5.10-1
2014-10-15 13:23:35 status half-installed libxpm4:amd64 1:3.5.10-1
2014-10-15 13:23:35 status unpacked libxpm4:amd64 1:3.5.10-1
2014-10-15 13:23:35 status unpacked libxpm4:amd64 1:3.5.10-1
2014-10-15 13:23:35 install libxt6:amd64 <none> 1:1.1.3-1+deb7u1
2014-10-15 13:23:35 status half-installed libxt6:amd64 1:1.1.3-1+deb7u1
2014-10-15 13:23:35 status unpacked libxt6:amd64 1:1.1.3-1+deb7u1
2014-10-15 13:23:35 status unpacked libxt6:amd64 1:1.1.3-1+deb7u1
2014-10-15 13:23:35 install libsystemd-login0:amd64 <none> 44-11+deb7u4
2014-10-15 13:23:35 status half-installed libsystemd-login0:amd64 44-11+deb7u4
2014-10-15 13:23:35 status unpacked libsystemd-login0:amd64 44-11+deb7u4
2014-10-15 13:23:35 status unpacked libsystemd-login0:amd64 44-11+deb7u4
2014-10-15 13:23:35 install dbus:amd64 <none> 1.6.8-1+deb7u4
2014-10-15 13:23:35 status half-installed dbus:amd64 1.6.8-1+deb7u4
2014-10-15 13:23:35 status half-installed dbus:amd64 1.6.8-1+deb7u4
2014-10-15 13:23:35 status unpacked dbus:amd64 1.6.8-1+deb7u4
2014-10-15 13:23:35 status unpacked dbus:amd64 1.6.8-1+deb7u4
2014-10-15 13:23:35 install emacsen-common:all <none> 2.0.5
2014-10-15 13:23:35 status half-installed emacsen-common:all 2.0.5
2014-10-15 13:23:35 status unpacked emacsen-common:all 2.0.5
2014-10-15 13:23:35 status unpacked emacsen-common:all 2.0.5
2014-10-15 13:23:35 install emacs23-common:all <none> 23.4+1-4
2014-10-15 13:23:35 status half-installed emacs23-common:all 23.4+1-4
2014-10-15 13:23:35 status triggers-pending install-info:amd64 4.13a.dfsg.1-10
2014-10-15 13:23:35 status half-installed emacs23-common:all 23.4+1-4
2014-10-15 13:23:36 status half-installed emacs23-common:all 23.4+1-4
2014-10-15 13:23:36 status unpacked emacs23-common:all 23.4+1-4
2014-10-15 13:23:36 status unpacked emacs23-common:all 23.4+1-4
2014-10-15 13:23:36 install emacs23-bin-common:amd64 <none> 23.4+1-4
2014-10-15 13:23:36 status half-installed emacs23-bin-common:amd64 23.4+1-4
2014-10-15 13:23:36 status unpacked emacs23-bin-common:amd64 23.4+1-4
2014-10-15 13:23:36 status unpacked emacs23-bin-common:amd64 23.4+1-4
2014-10-15 13:23:36 install gconf-service:amd64 <none> 3.2.5-1+build1
2014-10-15 13:23:36 status half-installed gconf-service:amd64 3.2.5-1+build1
2014-10-15 13:23:36 status unpacked gconf-service:amd64 3.2.5-1+build1
2014-10-15 13:23:36 status unpacked gconf-service:amd64 3.2.5-1+build1
2014-10-15 13:23:36 install libgif4:amd64 <none> 4.1.6-10
2014-10-15 13:23:36 status half-installed libgif4:amd64 4.1.6-10
2014-10-15 13:23:36 status unpacked libgif4:amd64 4.1.6-10
2014-10-15 13:23:36 status unpacked libgif4:amd64 4.1.6-10
2014-10-15 13:23:36 install libotf0:amd64 <none> 0.9.12-2
2014-10-15 13:23:36 status half-installed libotf0:amd64 0.9.12-2
2014-10-15 13:23:36 status unpacked libotf0:amd64 0.9.12-2
2014-10-15 13:23:36 status unpacked libotf0:amd64 0.9.12-2
2014-10-15 13:23:36 install m17n-db:all <none> 1.6.3-2
2014-10-15 13:23:36 status half-installed m17n-db:all 1.6.3-2
2014-10-15 13:23:36 status unpacked m17n-db:all 1.6.3-2
2014-10-15 13:23:36 status unpacked m17n-db:all 1.6.3-2
2014-10-15 13:23:36 install m17n-contrib:all <none> 1.1.13-2
2014-10-15 13:23:36 status half-installed m17n-contrib:all 1.1.13-2
2014-10-15 13:23:37 status unpacked m17n-contrib:all 1.1.13-2
2014-10-15 13:23:37 status unpacked m17n-contrib:all 1.1.13-2
2014-10-15 13:23:37 install libm17n-0:amd64 <none> 1.6.3-2
2014-10-15 13:23:37 status half-installed libm17n-0:amd64 1.6.3-2
2014-10-15 13:23:37 status unpacked libm17n-0:amd64 1.6.3-2
2014-10-15 13:23:37 status unpacked libm17n-0:amd64 1.6.3-2
2014-10-15 13:23:37 install emacs23:amd64 <none> 23.4+1-4
